acidez_fixa,acidez_volatil,acido_citrico,acucar_residual,cloretos,dioxido_enxofre_livre,dioxido_enxofre_total,densidade,ph,sulfitos,alcool,qualidade
7.289963622035743,0.9281898141700081,0.031003637796425676,3.061112771689196,0.09643723527471648,3.759854488142973,12.100363779642567,0.9968186415496826,3.4379927244071484,0.47440873071142164,10.46594907085004,3
8.479540068885242,0.6400479094911206,0.19594634136994496,1.3399616724071035,0.11999999999999998,24.397700344426212,37.86423925244989,0.9963942054579654,3.3479923344814204,0.6732886178082875,9.846653890802369,3
8.130228132881532,0.9879426086779943,0.02,3.230228132881532,0.08336335549830576,6.0,11.106107416949042,0.9986101663425089,3.487427519186433,0.5048550383728659,10.888587212203506,3
7.56105003959169,0.735723954209199,0.08878917128569708,1.2634208366326407,0.11999999999999998,19.805250197958447,33.01665298673392,0.9954731640674794,3.332684167326528,0.5839909760714143,9.821140278877548,3
10.871960577282794,0.6156435967371965,0.5598945793763842,2.0483251202672488,0.08097704446770655,10.910049278396507,44.26985216481048,0.9998762999824274,3.2606172415812926,0.5608995072160349,9.1213399037862,3
6.893516620338664,0.8337033240677328,0.015586103389777412,1.963719066099093,0.10815456142376915,11.947613118657873,24.324168983066777,0.995760503368471,3.344937765423644,0.5131172206779555,9.924688827118219,3
9.629683666575156,0.5741841354998115,0.3280590182686477,1.6490934838886795,0.10533914075094651,30.52115204259748,48.24848913981447,0.9980044187924356,3.3626057602129875,0.7829683666575156,9.850302172037107,3
7.323183887771803,0.9791524809601748,0.012802685371366154,3.6500000000000004,0.09315919438859016,4.487892585145354,14.0,0.9969789594869924,3.571107647291716,0.5348789258514536,10.571973146286338,3
7.4441894693638515,0.9665870261056883,0.07045478518882542,2.103353243473578,0.06143592165156513,19.664675652642206,48.93293513052844,0.9971757466302592,3.3079880539158535,0.5506706486947156,9.676527295684954,3
9.53547048738232,0.6810759240552405,0.37612719201506895,1.7698896848713166,0.09378507449591943,12.5806618907721,39.258014327683696,0.9981806281808663,3.280107722059008,0.544193381092279,9.344088252102948,3
10.685049577111172,0.6028737605722208,0.5303820234240826,2.123754131425931,0.10907309954407175,6.187706571296547,23.363780742038593,0.999732557839963,3.181378718283338,0.6157475211444414,8.542524788555586,3
11.008475056456398,0.6089600753609888,0.5786653202627546,2.0767656367617495,0.07966878070895952,10.739406179429503,44.78178146171149,1.000049502727879,3.2586264054266776,0.5626059382057049,9.098587490590601,3
8.426245246147722,0.8764568917700576,0.16762005687079465,3.1197732894903436,0.10486788022046586,5.0,14.684163497431815,0.9975578288964045,3.4692215781035234,0.5707873573844316,9.913211977953413,3
7.7251198867295905,1.0150000000000001,0.0035748539065597433,2.3323655039263835,0.11356526296819244,5.178742695327987,9.357485390655974,0.9955035696125644,3.4964251460934404,0.4160868425795189,10.917874269532799,3
6.799568563259687,0.7882110929235778,0.017787365260895856,1.8331895210865623,0.0826465329521187,5.889368263044792,11.668104789134379,0.9958628166461755,3.5444684131522393,0.6045547005003024,10.055100150107446,3
7.860643124796446,0.9267100677473481,0.06449003747150234,3.3198724272292144,0.10053159729010608,9.452883539698973,19.22062208102638,0.9968641020582166,3.5916130729336295,0.5891352666449542,10.577161833387613,3
9.928291949371665,0.6291232993497974,0.4300803287039683,2.0617534013004053,0.11464547618205673,5.127488662331983,15.49004535067207,0.9989665385480713,3.209720578309473,0.63,8.597607426614573,3
9.088951941150789,0.7152811319984973,0.3151935921534384,2.7157953003685695,0.10490308295870604,4.2054254188792655,15.205425418879265,0.9988755807764603,3.255348949734488,0.5862983980383596,9.11511712300866,3
10.643245561064536,0.4683786487908625,0.4686491122129071,1.6418932439543124,0.11067558682585946,29.13508877870929,47.797295365779554,0.9988227074928667,3.353648397551342,0.8012156560760706,9.717565829201599,3
10.579900912818529,0.4609884398288283,0.4559801825637057,1.6049421991441417,0.11310379834195639,30.401981743629428,47.850082572651225,0.998691795219825,3.3605107344446594,0.8165239460688556,9.765074315386103,3
7.900406697116679,0.7611259221203293,0.15130592085354339,1.4292513952326416,0.10945443581929848,14.62449162860415,33.126525114187544,0.9961061409969667,3.303952402333715,0.5237550837139585,9.616598883813888,3
7.3500273115537595,0.944174404940232,0.005554948632138675,2.01667577051792,0.10833460787250877,5.277747431606934,9.833242294820801,0.9951044068151926,3.5138873715803465,0.46388190926959477,10.636139939973413,3
6.895974424417748,0.831390683180751,0.014400730730921487,2.3179324073897627,0.08331930580562459,5.720036536546075,12.55992692690785,0.9961679780780723,3.572397077076314,0.6048032882891468,10.159972597590443,3
7.274163787383525,0.8515073536142492,0.02,2.3741637873835244,0.08015311420268822,6.0,11.641147632885298,0.997047848911975,3.5248803343019706,0.5797606686039416,10.326794985470437,3
7.1896824888526405,0.8380431466608895,0.02,2.28968248885264,0.07983630933319741,6.0,11.6939484444671,0.996893670542156,3.528576391112697,0.587152782225394,10.271354133309545,3
7.568359109356154,0.898394733053637,0.02,2.668359109356154,0.08125634666008558,6.0,11.457275556652403,0.997584755374575,3.512009288965668,0.5540185779313366,10.519860665514976,3
8.305037364939468,0.9130213811426842,0.12338153886440685,2.1,0.11999999999999998,5.0,10.76259341234867,0.9959283476333283,3.414388319971636,0.45791378354859913,10.270502352732619,3
7.12715200324804,0.9229601610718533,0.03271520032480403,1.7888736058464725,0.08139606361673124,18.617216025984323,42.08608012992161,0.9962410713752008,3.313456959935039,0.5361721602598433,9.734569599350392,3
7.209201141599287,0.9500363767277648,0.04092011415992872,1.936562054878717,0.07171426529128411,19.2736091327943,45.368045663971486,0.9966250613426847,3.3118159771680142,0.542736091327943,9.718159771680142,3
7.554225280666814,1.002183078586708,0.004577471933318582,2.241901629932876,0.11652112133067785,4.8169011226672565,9.457747193331858,0.9950639441363723,3.490845056133363,0.41098593263996464,10.83591539293354,3
8.241450359365356,0.6975087692149181,0.2158058564599234,1.9249824615701638,0.09549754461982293,5.58339179476612,13.666432820935519,0.9974164678977951,3.387522799958787,0.63,9.304257281887487,3
7.239233724912724,0.9127828887252719,0.008017028335272798,1.9797445749709082,0.10316424049592711,5.40085141676364,10.20255425029092,0.9952570557567869,3.5200425708381817,0.4921958258556372,10.519191154074543,3
7.184194776720281,0.8971885200707462,0.009240116072882654,1.9613982589067602,0.10059575624694642,5.462005803644133,10.386017410932398,0.9953328871965187,3.5231002901822066,0.5062613348381505,10.461094486538073,3
6.7052716660388185,0.7628994163213502,0.018945666792236308,1.7683700037670893,0.08021409973630375,6.527166603881847,12.896183226599138,0.9959319955080992,3.5378751681107174,0.6236740007534178,9.942092500941772,3
8.192654017818745,1.0150000000000001,0.016932971937678398,3.2006431759490956,0.08952065051217889,5.84664859688392,10.69329719376784,0.9982820581630372,3.4830670280623215,0.47619837371955276,10.984664859688392,3
9.241443529647032,0.7775769180331972,0.2872526176882306,2.1,0.11999999999999998,5.0,13.10360882411758,0.997480106420558,3.300681857114289,0.5348328613638633,9.434425419958007,3
9.228265658645437,0.6961161604621504,0.3338865280637476,1.705888678884466,0.09672912077131456,12.964667926693204,38.105996219920385,0.9977908620544064,3.2845877924780873,0.540353320733068,9.395289056892427,3
7.477709152913071,1.0150000000000001,0.0,3.0477540649237045,0.10593655258500309,5.0,12.05727117717324,0.9958850757931997,3.579489050606504,0.48560359296085076,10.77770915291307,3
6.7126771286745885,0.7646180968743144,0.01963779632358319,1.833503840068555,0.07834409349259597,5.98188981617916,12.03622036764168,0.9960108661102925,3.551448814705667,0.6283700834561243,9.96358263786563,3
10.986194762931927,0.6100508813981244,0.57560177990314,2.0721239089441514,0.07988230018856902,10.76725654633509,44.69823036099473,1.0000212346054698,3.2589513263739094,0.562327434536649,9.10230087284468,3
7.685103213568828,0.9854714528803715,0.044801933560815854,3.5515715096012386,0.09543872049712308,5.339408587581938,16.240096678040793,0.9968851032135688,3.6042049473437725,0.5420364515254916,10.584601080222141,3
7.208619865230288,0.9041089618152484,0.00869733632821582,1.9695399550767627,0.10173559371074677,5.434866816410791,10.304600449232373,0.9952992348523494,3.5217433408205396,0.500019367774482,10.486876524409748,3
10.4,0.5584306400590717,0.46876555767138245,1.9179904943261354,0.11999999999999998,13.797126107570126,25.707173635939448,0.9990723828897871,3.2267368187470837,0.6997703105083148,8.855023764184661,3
10.493000742587245,0.6076749814353188,0.5031751051998598,2.1077500618822707,0.11643497153415558,5.387503094113521,18.402519183503834,0.9995085008663518,3.1669750556940435,0.6253499628706377,8.446500371293624,3
7.012171590294019,0.8574343180588039,0.03536193171566993,2.9327346540678265,0.09312493189609085,6.805897753925818,18.391420485299022,0.9970933941976361,3.376579090745072,0.517072386343134,10.082895453725358,3
6.761015617165705,0.77754198993514,0.02457617128742784,2.0821972293913835,0.07861015617165705,5.542382871257216,12.305078085828523,0.9963172812092617,3.5271191435628606,0.6132207052794313,9.988134760728565,3
11.091546032200176,0.5206803704233538,0.5583092064400352,1.9034018521167693,0.09349073543232658,20.169079355996484,47.423711639833186,0.9997491951332136,3.305082513178314,0.6928763755516242,9.381340475849868,3
9.102159653063424,0.7142205127085431,0.31695462040845657,2.7095916781065736,0.10505517176254851,4.213430092765712,15.213430092765712,0.9988808638612253,3.2543883888681147,0.5867386551021142,9.107912916510859,3
7.515173865739523,1.0150000000000001,0.0,2.7574025405186986,0.1102449945600451,5.0,11.12065335651193,0.9955404004351964,3.55513698726931,0.4593782939823341,10.815173865739522,3
9.662043859749224,0.7167400845719873,0.3608576754561142,2.1,0.11999999999999998,5.0,14.15510964937306,0.9981771012532987,3.2496089598875946,0.5693821741936862,9.058889410938193,3
7.132816492615492,0.8841886179323379,0.046718350738450744,3.548268872891973,0.08449405343877744,3.1312659704619703,13.671835073845074,0.9978620984890331,3.4065632985230985,0.5121240417722818,10.245943089661688,3
8.180909620650842,0.9960199707912281,0.02,3.280909620650842,0.08355341107744066,6.0,11.074431487093223,0.9987026600576878,3.485210204096526,0.5004204081930513,10.921846938552115,3
9.047481885787604,0.7925899454186736,0.26908870801197526,2.798801025676405,0.10963069445770496,5.0,15.098321257191735,0.9981376497600685,3.371894504559942,0.5894244565736282,9.436930554229503,3
6.833971413752226,0.8217942827504453,0.005661902292037763,1.4774332123098504,0.11569695425805128,14.527905404070182,27.30142931238867,0.9950916122144833,3.3290590436672605,0.5111323804584076,9.845295218336302,3
7.395452359688701,1.012877767854727,0.0007579400518832741,3.6500000000000004,0.09677261798443502,4.969682397924669,14.0,0.9966224350255358,3.6265134757613366,0.5396968239792467,10.692420599481167,3
9.900584067982397,0.5269950333191955,0.3603922919849956,1.5966611481324395,0.1104949871003101,31.744573210243075,48.16110191355406,0.9981154005697863,3.368722866051215,0.8100584067982396,9.867779617289187,3
8.15040478255608,0.9975472246315428,0.023739880436098006,3.4311656703008167,0.08375067463759348,5.626011956390199,11.3739880436098,0.9988152833477892,3.4700269855037384,0.493739880436098,10.900269855037386,3
7.1395790586913135,0.8860821364335679,0.04604209413086862,3.5273049180569274,0.08500800846053985,3.1583162347652554,13.604209413086862,0.9978171950502897,3.407915811738263,0.5105010259140847,10.255410682167838,3
7.047958544824851,0.8600380816371448,0.04609689086186385,3.4093082698149377,0.08147958544824851,3.3903109138136154,13.739792724124257,0.9978093844330892,3.4195155456906807,0.5343114001731659,10.167474090515531,3
7.530140891401716,0.8923037045671485,0.02,2.6301408914017155,0.08111302834275644,6.0,11.481161942873928,0.9975150071268082,3.513681336001175,0.5573626720023499,10.494779959982376,3
8.928591568681746,0.6937885356722895,0.2897249635150153,1.7321478921704365,0.11999999999999998,9.49597020680578,21.31341933531592,0.9974830817936436,3.2253959302808113,0.5809530522893915,8.972214389957099,3
6.9197008111610385,0.8389401622322078,0.019950135193506514,2.177556624481819,0.10483789725293505,10.812964849688306,23.014959441948047,0.9960546391120423,3.3519202163096105,0.5139900270387013,9.959601081548053,3
7.062855866345751,0.8021310148768226,0.03614268162254068,1.2547616388220313,0.11748096461418654,15.671430167067811,29.985709498796563,0.9950434983804262,3.316166685282458,0.5132856983293219,9.756190688942375,3
8.06536193084787,1.0150000000000001,0.013296055167081981,2.964243585860329,0.09606710069925244,5.664802758354099,10.329605516708199,0.9975255794747531,3.486703944832918,0.4598322482518689,10.96648027583541,3
7.281712069158807,0.9755706897196024,0.0,3.166990949065128,0.10153437068224573,7.168612065421874,16.957198271029828,0.9962273930178502,3.5688845690653834,0.5340856034579404,10.52256810373821,3
8.295831179295858,1.0150000000000001,0.019907359539907944,3.401158005751151,0.08406021629905984,5.995367976995397,11.013896069013809,0.9989092537066293,3.4806948034506906,0.4902316011502301,10.99861039309862,3
8.400796024117492,0.736627694652581,0.22010945331615517,1.5334991716911441,0.10465903810220735,13.999004969853136,35.002985090440596,0.996741009955599,3.29665505798162,0.5300099503014687,9.533200662647085,3
11.122197567690868,0.524256382897268,0.5644395135381737,1.9212819144863398,0.09231575990518338,19.55604864618264,47.39816869359095,0.9998125416398944,3.3017619301668226,0.6854689211413735,9.35835182423185,3
8.465375829423477,0.6415233511017211,0.1942938467660724,1.338781319118623,0.11999999999999998,24.32687914711739,37.78948354417946,0.996380001873394,3.3477562638237246,0.671911538971727,9.846260439706208,3
10.231696794466798,0.642458475352832,0.45233213971399744,2.2041876986634117,0.11711480219085936,5.080144383587239,15.599278082063803,0.9993615306958781,3.185646202747917,0.6187797862977864,8.608375397326823,3
6.961461602253616,0.8351702106479144,0.03960962016902116,3.009259910422972,0.08061461602253615,4.0390379830978835,13.307308011268077,0.9973596003317188,3.451951899154894,0.5580980593802558,10.113413501408509,3
8.04903152682642,0.7438745936112733,0.17000706892915157,1.512257881706605,0.11999999999999998,12.183514779141495,24.48960837534904,0.9963372105168933,3.2644874876966035,0.5516343842275473,9.314265517345282,3
10.714998502268301,0.4767498252646352,0.48299970045366036,1.683749126323176,0.10792505741304842,27.700029954633962,47.73750124810975,0.9989709969046878,3.3458751622542673,0.783875361951827,9.663751123298773,3
7.345221794088981,0.9958276279311433,0.027389102955509642,2.800937808379201,0.07727984587203306,13.216730886652893,33.172372068856745,0.9968465019265996,3.4547097410847383,0.545477820591102,10.152217940889807,3
7.059367716703972,0.8172742298496954,0.02,2.1593677167039713,0.0793476289376399,6.0,11.775395177060018,0.9966558460829847,3.534277662394201,0.5985553247884026,10.18583506408698,3
7.757072580640768,0.951658467741423,0.033573185483980805,3.5131098790331734,0.08309512096773462,4.64268145160192,12.35731854839808,0.9985399508064485,3.4438048387093847,0.5035731854839808,10.638048387093844,3
7.2211709754052595,0.73887144694303,0.08620279957850593,1.8422571061139401,0.0839159948559516,5.8591429796202,12.563428081519199,0.9964789138692913,3.495065762051878,0.63,9.73167161841131,3
6.905832191903734,0.8502773973012446,0.0,1.6321481169402472,0.11594309931035685,14.059743148431544,26.35419520240665,0.9950433714044967,3.374679965816929,0.5152916095951867,9.9587482878556,3
7.0488574409176366,0.8870837820485674,0.010032644545210405,2.7219803795680377,0.08746898768205011,5.5016322272605205,12.996735545478959,0.9962990206636437,3.589869421819158,0.5851469004534469,10.32377582955461,3
7.629719280792724,0.9081740103763404,0.02,2.7297192807927235,0.08148644730297272,6.0,11.418925449504547,0.9976967376874467,3.509324781465318,0.5486495629306367,10.560128278020224,3
7.47663868903871,1.0150000000000001,0.0017030819786379991,3.6287114752670253,0.0958929967138853,5.0851540989319,13.744537703204301,0.996797557509522,3.617226885160215,0.535742295053405,10.72554622967957,3
9.86050928424016,0.6651625662924088,0.4208200265830222,1.837606100883367,0.09067011935936511,12.1743633946998,40.476909815900605,0.9985930211543796,3.275367572938164,0.548256366053002,9.289915119293306,3
7.077470484749761,0.866949970679099,0.01161176700556087,1.925823494916587,0.09561528928832216,5.580588350278044,10.74176505083413,0.9954799295543447,3.529029417513902,0.53353532056395,10.348441067235859,3
6.847094284832188,0.802289606889254,0.03103207136241409,2.480311067348869,0.07947094284832187,4.896792863758591,12.73547142416094,0.9967648902811274,3.4948396431879294,0.5895490716711483,10.041933928020116,3
11.537146608375998,0.5830771972982584,0.6513576586516998,2.1869055434116667,0.07460234500306334,10.078566739530002,46.764299781409996,1.000720254759377,3.250916611961183,0.5692143326046999,9.010475565270667,3
8.064476160411697,1.0150000000000001,0.013270747440334213,2.9625985836217237,0.09611265460739842,5.663537372016711,10.327074744033421,0.9975203154675896,3.4867292525596656,0.45971836348150397,10.966353737201672,3
10.613643160243702,0.4649250353617652,0.4627286320487403,1.624625176808826,0.11181034552399141,29.727136795125965,47.82196403313025,0.998761529197837,3.3568553243069323,0.8083695696077721,9.739767629817225,3
7.396107031746946,1.013637461111431,0.0019464841265272453,3.5896589920776556,0.09559853142890039,5.583945237958172,15.36253888856907,0.9966175183571387,3.6175425015902256,0.5403892968253055,10.661070317469454,3
7.513581093214942,0.7800642589780185,0.09811740031705456,1.348662727753113,0.1131615145233568,15.108023633481322,31.675929099556033,0.9956153560120165,3.309593609057282,0.5189197636651868,9.68106981779751,3
9.52928934017325,0.7779227701094447,0.29512666184829883,2.6390113608451307,0.10507353154582713,5.414624123727024,13.92687938136488,0.999200980420611,3.292679719592648,0.5719526226782167,9.478022721690262,3
7.2024196016943725,0.8869489535310101,0.04743950995764069,3.6286625829803394,0.0821706993361573,3.2560490042359316,13.743950995764068,0.9981516937211861,3.4068279734462914,0.5174395099576407,10.268279734462915,3
7.5971868266613525,1.0142029342207168,6.251496308105203e-05,2.099062275553784,0.11986871857752977,5.003125748154052,9.009377244462158,0.994763875927711,3.5001562874077026,0.40071892207543214,10.89703053925365,3
8.856804532026851,0.7941878461774402,0.27096580454574676,2.1,0.0906295056095433,12.467074845031362,32.42756465906899,0.9982301582742784,3.2346707484503137,0.5901756008264994,9.047146486569385,3
7.3023074913399775,0.9316460975751939,0.02976925086600219,3.022846776846068,0.09737536934183832,3.809229965359912,11.976925086600218,0.9967366782575026,3.4404614982679957,0.47144620207840526,10.48323048787597,3
7.073169409044628,0.8672862051003308,0.047987705678347176,3.5259085168314095,0.0817316940904463,3.2012294321652823,13.865847045223145,0.997940480927032,3.4100614716082642,0.527378412512727,10.183230880652893,3
8.124972329279425,1.0150000000000001,0.014999209407983556,3.074948611518931,0.0930014230656296,5.749960470399178,10.499920940798356,0.9978798355568606,3.4850007905920166,0.467496442335926,10.974996047039918,3
6.862971677928676,0.8275943355857351,0.01049527965477929,1.7142687030841852,0.11202358746236772,13.271227289757384,25.851416103566216,0.9954173818487321,3.336792447447647,0.5120990559309558,9.883962237238235,3
10.022800870930642,0.625291856583893,0.4420855160371355,2.0694162868322143,0.11571828015650995,5.101945710559287,15.592217157762855,0.9990533845840984,3.1997588271181217,0.63,8.558015851366894,3
8.730793245012215,0.9319184456047872,0.11641563102654337,3.1333184673733907,0.09138502705735226,5.794860359517993,12.025698202410036,0.9990184670274314,3.4143553150457575,0.518719549667481,10.46663693474678,3
8.0711747352036,0.9883037191070868,0.02572063161991,3.4476719301659164,0.08361862455867267,5.427936838009,11.572063161991,0.9987598223146426,3.4647449823469065,0.49572063161991,10.847449823469066,3
7.432894701063286,1.0150000000000001,0.0007309933569618976,3.640862583037977,0.09652485431797476,5.036549667848095,13.890350996455716,0.9966847952294077,3.6245175498227855,0.5381725166075952,10.710964900354428,3
8.842179081137003,0.7350977404541498,0.2822905441516003,2.831703764920499,0.10206145608582001,4.055866109780002,15.055866109780002,0.9987768716324548,3.2732960668263997,0.5780726360379,9.249720501197999,3
9.72881687302925,0.7540635466949535,0.394553091290196,2.156484113326262,0.06834293473241401,14.351588667373836,47.870317733474764,0.9991681542497347,3.2761095320042433,0.5612968226652523,9.304611206716169,3
7.132854319714176,0.8841992095199693,0.046714568028582384,3.5481516088860543,0.08449692829827739,3.1314172788567047,13.671456802858238,0.9978618473170978,3.4065708639428354,0.5121149632685977,10.245996047599846,3
8.073417149914969,0.8859283795996312,0.09427840098809553,3.1673843758942732,0.10216286481601475,11.509699115844693,21.63206103236964,0.9969860924992846,3.5738819041737524,0.6118311626575966,10.520422093356007,3
9.65085801058348,0.761315533899211,0.3834938108037032,2.1546711165251975,0.06810724514827564,14.532888347480277,47.90657766949605,0.9991001668696948,3.277197330084882,0.5609342233050394,9.31730218432362,3
8.459756003487954,0.688658540399137,0.24353657341603738,1.942682919201726,0.09797560868824162,5.52439026932758,13.90243892268968,0.9976170730842862,3.364512205037756,0.63,9.212804917457749,3
7.405220395101166,0.8723945004692483,0.02,2.505220395101165,0.08064457648162937,6.0,11.559237253061772,0.9972870272210597,3.519146607714324,0.5682932154286481,10.41280088428514,3
9.15763451128649,0.656412052872676,0.27171766747612935,1.7404578365251957,0.09635497940835576,28.389317147745437,48.40076306087533,0.9978110309126883,3.351946585738727,0.7357634511286489,9.819847387824934,3
9.078920993924655,0.7883456658201717,0.27422376234102674,2.7825574864722626,0.109871727620089,5.0,15.119280662616436,0.998166992927663,3.3669690442851374,0.5903676298177396,9.412827237991099,3
7.291331827848501,0.9754137372876684,0.0031048049186142503,3.3628055450281824,0.09405043532731647,5.155240245930712,13.689519508138575,0.9965068558524416,3.617580780325543,0.5539716221337642,10.583569815551964,3
8.136264682554257,1.0150000000000001,0.016361437390094578,3.4454820326238176,0.08636506569643852,5.818071869504729,11.545784391485814,0.998497926737251,3.507289219574291,0.49909640652476356,10.945421560851418,3
7.5723571242027035,1.0150000000000001,0.0,2.314232287429048,0.11682106928331087,5.0,9.691071894932413,0.9950143144573351,3.517967869268243,0.4193500130581076,10.872357124202704,3
7.410776907573274,1.0150000000000001,0.0,3.5664789663071312,0.09823934437092645,5.0,13.730577310668163,0.9965008524503259,3.6229950100773722,0.5324561646987086,10.710776907573273,3
6.762669068372024,0.7944679876046136,0.007466186325595059,1.4239855897678517,0.10432100871625036,12.26690683720247,22.6537416232442,0.9951915690180009,3.405861142744343,0.5547971179535703,9.855996397441963,3
10.300425568910942,0.6436249981887351,0.48130851572525457,1.9292553268564463,0.08645425496460346,11.624468038861323,42.12659588341603,0.9991511649405557,3.268952127120049,0.5537553196113867,9.216595738514844,3
7.18639972594341,0.9437999086478033,0.0,2.7777988809355887,0.10518801050550264,8.916005024370826,19.340006851414763,0.9959271591367218,3.5196398584040947,0.5293199862971705,10.379599588915115,3
7.9321392460117135,1.0150000000000001,0.011825316578038073,3.502183542774524,0.08931354422427526,5.5912658289019035,12.22620251329429,0.9979717367230525,3.5413101256647144,0.5104367085549049,10.87737974867057,3
8.259381830943449,1.0085264793066122,0.02,3.359381830943448,0.08384768186603793,6.0,11.025386355660345,0.9988458718414718,3.481777044896224,0.49355408979244825,10.973344326556639,3
8.627920454469,0.951758198066693,0.09339172076210947,3.1970016234239527,0.08962149350518285,5.843847402633809,11.780762986830952,0.9989949532467358,3.430031168842819,0.5118613636312667,10.594003246847905,3
7.154444433844164,0.8324270816439137,0.02,2.254444433844164,0.07970416662691562,6.0,11.715972228847397,0.9968293610917656,3.5301180560193175,0.5902361120386357,10.248229159710233,3
7.245721692943758,0.8469743948129115,0.02,2.3457216929437577,0.08004645634853909,6.0,11.658923941910151,0.9969959420896224,3.5261246759337106,0.5822493518674212,10.30812986099434,3
6.710838397001393,0.7631160391379006,0.020812879775104504,1.8501275861314446,0.07810838397001393,5.918712022489549,12.054191985006966,0.9960563596644072,3.5459356011244774,0.6270194408246168,9.95677399812587,3
7.01121113522682,0.8494732013777108,0.04334083514201152,3.2393515004240436,0.0811121113522682,3.6659164857988484,13.5560556761341,0.9976182979031795,3.4332958242899423,0.5444169378126245,10.144506959516763,3
9.706775610235786,0.7035852926181689,0.376773349671845,2.458165934711511,0.11468527967847435,5.0,15.537850406823857,0.9987529905695534,3.2686051543963934,0.6092032683070736,8.931472032152564,3
7.534378548719745,1.0150000000000001,0.0,2.608566247421971,0.11245353310277074,5.0,10.640536282006359,0.9953637173517783,3.5426539433321653,0.44593501589617807,10.834378548719746,3
7.123652645305237,0.8777594752856109,0.04940868386736908,3.6450723655614095,0.08203942107550873,3.0591316132630926,13.940868386736907,0.9980965568517136,3.401576843020349,0.519408683867369,10.215768430203491,3
7.622736604152179,0.9237813657283301,0.08852017533429232,2.037534850809256,0.06714240633708986,21.457520147784034,48.895891418015424,0.9971822178991204,3.3172876007389203,0.5822736604152179,9.720821716396914,3
10.639597209791308,0.6270197199373004,0.527944616346305,1.9999160853731897,0.08320386007283329,11.200503487760864,43.398489536717406,0.9995814889599226,3.264005874023877,0.5579949651223913,9.16006713170145,3
9.739384750398965,0.63678169930815,0.4060840088344632,2.0464366013837,0.11250112419371797,5.178544662054334,15.285821351782666,0.9987929481490152,3.22963241820119,0.63,8.676744226184217,3
9.254062155911186,0.7020222814192532,0.33720828745482484,2.6382435328295943,0.10680435209837123,4.305492215703749,15.30549221570375,0.9989416248623645,3.24334093411555,0.5918020718637063,9.025057005866625,3
7.886003177454198,0.8118815630226175,0.15480042366055968,3.2808166893775743,0.0910509456797756,3.476365562093453,14.476365562093452,0.9983944012709817,3.3428361325487854,0.5462001059151399,9.771270994115891,3
11.18234615041075,0.6232570058503151,0.5943686807788322,2.3441900195010508,0.07628715203346494,9.502793036203274,43.71843403894161,1.0003823461504107,3.287787729248551,0.5670167582172196,9.169050367690886,3
8.053833792098308,0.890026289330202,0.1569957640397598,2.1,0.07534715926896779,16.35241713500819,40.97531769701801,0.9976214546488487,3.273524171350082,0.5694537752799563,9.38387615170071,3
10.73327968177321,0.6016680079556698,0.5372146215845379,2.127773306814434,0.1072242788653603,6.388665340721705,24.609725112474568,0.999788826295402,3.1849959761329907,0.6133360159113396,8.566639840886605,3
7.832910595681144,0.9565570695830459,0.07070873062791999,3.4263295255647432,0.10031898123355543,5.0,14.288607063787428,0.9970040498893025,3.562177340009954,0.5529873178704343,10.368101876644456,3
7.5151099322834956,0.9912307810393789,0.008489006771650418,2.363159209921163,0.11354835485354567,4.660439729133984,9.848900677165041,0.9953236700496375,3.4830219864566994,0.420373616251961,10.781153905196895,3
7.038310117771073,0.894436705923691,0.0,2.1730996475652145,0.11086477881877553,11.630981174196997,23.042247055723177,0.9954606768709788,3.443126894181721,0.5219155058885536,10.15746517665661,3
9.470638382397809,0.7444255196888883,0.32736171691961663,2.1,0.11999999999999998,5.0,13.676595955994523,0.9978599150336878,3.2728510535659803,0.5536595814112486,9.229787158573385,3
6.843489006791075,0.8122709953310344,0.015900314091683583,2.179220946519269,0.0818947016129006,5.795015704584179,12.409968590831642,0.9961229905772495,3.5663987436332656,0.6115514134125761,10.103738221561866,3
6.887944319078303,0.8325888638156608,0.014657386513050664,1.9182119391394825,0.10886038625008149,12.189079506606827,24.6027840460848,0.9956979078509796,3.343451818420881,0.5129314773026101,9.917259092104405,3
7.389633581852112,1.0113717536482394,0.005183209073944012,3.489320518707736,0.09326808946676032,6.554962722183204,17.628246351760808,0.9966466488816655,3.5968274619267584,0.5410366418147888,10.59633581852112,3
10.359694037116718,0.44702103869579746,0.41518928830102764,1.5078011541064416,0.11923288651286655,33.817973070849696,48.013001923510735,0.9983034875571414,3.3790898653542483,0.8559694037116719,9.897399615297854,3
7.476957677769022,1.0150000000000001,0.0017101706170893616,3.628622867286383,0.09588838909889191,5.085508530854468,13.743474407436596,0.9967983797915824,3.6171737203718295,0.5357245734572766,10.72565255925634,3
7.469179144040301,0.7288170617280959,0.11770653991863284,1.8623658765438083,0.08673122271613315,5.792113744853973,12.831545020584109,0.9967068132674964,3.468924360493049,0.63,9.627776304523657,3
7.089387118450472,0.8719487965545107,0.049204033883785414,3.6009154228334337,0.08189387118450472,3.0795966116214593,13.94693559225236,0.9980248130159424,3.403979830581073,0.5229185424261202,10.193366949031544,3
8.108019218251432,0.9415186487886322,0.08890336319400068,2.1,0.11999999999999998,5.0,10.270048045628581,0.9956018604188166,3.438311952069469,0.4417301500706534,10.446411412275507,3
10.4,0.5391170653648476,0.46081290926787843,1.8498249365818153,0.11999999999999998,17.091794731878927,29.34267004896985,0.9989496848858472,3.2517308565866676,0.7259004409769708,9.025437658545462,3
